manual_species,count,match_level,sead_common_name,sead_species_name,kingdom,gbif_usage_key,gbif_canonical_name,gbif_rank,gbif_match_type,gbif_confidence,gbif_url,species_split_english,contributing_species_split,latin_text,ambiguous_genus_candidates,gbif_source,gbif_genus,gbif_family,gbif_order,gbif_kingdom,gbif_candidate,resolved_order,resolved_order_is_new,resolved_family,resolved_family_is_new,resolved_genus,resolved_genus_id,resolved_genus_is_new,resolved_species,resolved_scientific_name,taxon_id,taxon_id_is_new,matched_existing_taxon,blocked_by_existing_author_id,common_name_id,common_name_id_is_new,common_name_text,common_name_language,taxonomy_changes_needed,needs_manual_review,review_reason
mjölon,9,species (common name),mjölon,Arctostaphylos uva-ursi,Plantae,2882580.0,Arctostaphylos uva-ursi,SPECIES,EXACT,100.0,https://www.gbif.org/species/2882580,Bear-grape,mjölon,mjölon,,carried-over (species_split_taxa_gbif_matches.csv),Arctostaphylos,Ericaceae,Ericales,Plantae,Arctostaphylos uva-ursi,Ericales,False,Ericaceae,False,Arctostaphylos,485,False,uva-ursi,Arctostaphylos uva-ursi,47038,True,False,True,4310,True,mjölon,2,"new taxon 'Arctostaphylos uva-ursi' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'mjölon'",False,
Starrsläktet,9,"genus (suffix, ambiguous)",,,Plantae,296322706,Carex,GENUS,VERNACULAR,,,Sedges,starr,starrsläktet,,species/search (vernacular),Carex,Cyperaceae,Poales,Plantae,,Poales,False,Cyperaceae,False,Carex,454,False,sp.,Carex sp.,39575,False,True,False,4311,True,Starrsläktet,2,new Swedish common name 'Starrsläktet',True,ambiguous genus suffix match (candidates not available); weak GBIF match (VERNACULAR)
fisk?,9,,,,,,,,,,,,"fisk, fiskben, fiskfjäll",fisk,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
vildsvin,9,animal (common name),vildsvin,Sus scrofa,Animalia,7705930.0,Sus scrofa,SPECIES,EXACT,100.0,https://www.gbif.org/species/7705930,Boar,vildsvin,vildsvin,,carried-over (species_split_taxa_gbif_matches.csv),Sus,Suidae,Artiodactyla,Animalia,Sus scrofa,Artiodactyla,True,Suidae,True,Sus,16755,True,scrofa,Sus scrofa,47039,True,False,False,4312,True,vildsvin,2,new order 'Artiodactyla'; new family 'Suidae'; new genus 'Sus'; new taxon 'Sus scrofa' (author_id NULL); new Swedish common name 'vildsvin',False,
ljung,9,species (common name),ljung,Calluna vulgaris,Plantae,2882482.0,Calluna vulgaris,SPECIES,EXACT,99.0,https://www.gbif.org/species/2882482,Common Heather,ljung,ljung,,carried-over (species_split_taxa_gbif_matches.csv),Calluna,Ericaceae,Ericales,Plantae,Calluna vulgaris,Ericales,False,Ericaceae,False,Calluna,486,False,vulgaris,Calluna vulgaris,47040,True,False,True,4313,True,ljung,2,"new taxon 'Calluna vulgaris' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'ljung'",False,
cf pinus sp,8,genus (latin),,,Plantae,2684241.0,Pinus,GENUS,EXACT,96.0,https://www.gbif.org/species/2684241,Deal,cf pinus sp,pinus,,carried-over (species_split_taxa_gbif_matches.csv),Pinus,Pinaceae,Pinales,Plantae,Pinus,Pinales,False,Pinaceae,False,Pinus,764,False,sp.,Pinus sp.,18197,False,True,False,4314,True,Deal,1,new English common name 'Deal',False,
cf quercus sp,7,genus (latin),,,Plantae,2877951.0,Quercus,GENUS,EXACT,96.0,https://www.gbif.org/species/2877951,Acorn,cf quercus sp,quercus,,carried-over (species_split_taxa_gbif_matches.csv),Quercus,Fagaceae,Fagales,Plantae,Quercus,Fagales,False,Fagaceae,False,Quercus,551,False,sp.,Quercus sp.,18172,False,True,False,4315,True,Acorn,1,new English common name 'Acorn',False,
hallon,7,species (common name),hallon,Rubus idaeus,Plantae,2993094.0,Rubus idaeus,SPECIES,EXACT,99.0,https://www.gbif.org/species/2993094,American Red Raspberry,hallon,hallon,,carried-over (species_split_taxa_gbif_matches.csv),Rubus,Rosaceae,Rosales,Plantae,Rubus idaeus,Rosales,False,Rosaceae,False,Rubus,964,False,idaeus,Rubus idaeus,18191,False,True,False,4316,True,hallon,2,new Swedish common name 'hallon',False,
svinmålla,7,species (common name),svinmålla,Chenopodium album var album,Plantae,7219474.0,Chenopodium album album,VARIETY,EXACT,100.0,https://www.gbif.org/species/7219474,Lambsquarters,"svinmålla, svinmålla (frö)",svinmålla,,carried-over (species_split_taxa_gbif_matches.csv),Chenopodium,Amaranthaceae,Caryophyllales,Plantae,Chenopodium album var album,Caryophyllales,False,Chenopodiaceae,False,Chenopodium,404,False,album var album,Chenopodium album var album,1678,False,True,False,1339,False,svinmålla,2,,False,
bärris,6,,,,,,,,,,,,bärris,bärris,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
hjortdjur,6,animal (family),hjortdjur,Cervus elaphus,Animalia,2440958.0,Cervus elaphus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2440958,Barbary Red Deer (barbarus),"hjort, hjortdjur, hjorthår",hjortdjur,,carried-over (species_split_taxa_gbif_matches.csv),Cervus,Cervidae,Artiodactyla,Animalia,Cervus elaphus,Artiodactyla,True,Cervidae,True,Cervus,16760,True,elaphus,Cervus elaphus,47032,True,False,False,4317,True,hjortdjur,2,new order 'Artiodactyla'; new family 'Cervidae'; new genus 'Cervus'; new taxon 'Cervus elaphus' (author_id NULL); new Swedish common name 'hjortdjur',False,
björn,6,animal (common name),björn,Ursus arctos,Animalia,2433433.0,Ursus arctos,SPECIES,EXACT,100.0,https://www.gbif.org/species/2433433,Brown Bear,björn,björn,,carried-over (species_split_taxa_gbif_matches.csv),Ursus,Ursidae,Carnivora,Animalia,Ursus arctos,Carnivora,True,Ursidae,True,Ursus,16763,True,arctos,Ursus arctos,47041,True,False,False,4318,True,björn,2,new order 'Carnivora'; new family 'Ursidae'; new genus 'Ursus'; new taxon 'Ursus arctos' (author_id NULL); new Swedish common name 'björn',False,
ärta,6,"genus (suffix, ambiguous)",,,,,,,,,,,ärta,ärta,"Dicentra, Lamprocapnos",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Dicentra, Lamprocapnos"
cf vaccinium sp,6,genus (latin),,,Plantae,2882813.0,Vaccinium,GENUS,EXACT,96.0,https://www.gbif.org/species/2882813,Bilberries,"cf vaccinium sp, vaccinium sp",vaccinium,,carried-over (species_split_taxa_gbif_matches.csv),Vaccinium,Ericaceae,Ericales,Plantae,Vaccinium,Ericales,False,Ericaceae,False,Vaccinium,500,False,indet.,Vaccinium indet.,47042,True,False,False,4319,True,Bilberries,1,new taxon 'Vaccinium indet.' (author_id NULL); new English common name 'Bilberries',False,
ko,6,animal (common name),ko,Bos taurus,Animalia,2441022.0,Bos taurus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2441022,Aurochs,"kalv, ko",ko,,carried-over (species_split_taxa_gbif_matches.csv),Bos,Bovidae,Artiodactyla,Animalia,Bos taurus,Artiodactyla,True,Bovidae,True,Bos,16752,True,taurus,Bos taurus,47015,True,False,False,4320,True,ko,2,new order 'Artiodactyla'; new family 'Bovidae'; new genus 'Bos'; new taxon 'Bos taurus' (author_id NULL); new Swedish common name 'ko',False,
idegran,6,species (common name),idegran,Taxus baccata,Plantae,5284517.0,Taxus baccata,SPECIES,EXACT,99.0,https://www.gbif.org/species/5284517,Canada Yew,idegran,idegran,,carried-over (species_split_taxa_gbif_matches.csv),Taxus,Taxaceae,Pinales,Plantae,Taxus baccata,Pinales,False,Taxaceae,False,Taxus,1045,False,baccata,Taxus baccata,47043,True,False,True,4321,True,idegran,2,"new taxon 'Taxus baccata' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'idegran'",False,
cf picea sp,5,genus (latin),,,Plantae,7606064.0,Picea,GENUS,EXACT,95.0,https://www.gbif.org/species/7606064,Spruce,cf picea sp,picea,,carried-over (species_split_taxa_gbif_matches.csv),Picea,Pinaceae,Pinales,Plantae,Picea,Pinales,False,Pinaceae,False,Picea,763,False,abies ssp abies,Picea abies ssp abies,3591,False,True,False,2782,False,gran,2,,False,
gris,5,animal (common name),gris,Sus scrofa domesticus,Animalia,11374585.0,Sus scrofa domesticus,SUBSPECIES,EXACT,99.0,https://www.gbif.org/species/11374585,Domestic Pig,gris,gris,,carried-over (species_split_taxa_gbif_matches.csv),Sus,Suidae,Artiodactyla,Animalia,Sus scrofa domesticus,Artiodactyla,True,Suidae,True,Sus,16755,True,scrofa domesticus,Sus scrofa domesticus,47024,True,False,False,4322,True,gris,2,new order 'Artiodactyla'; new family 'Suidae'; new genus 'Sus'; new taxon 'Sus scrofa domesticus' (author_id NULL); new Swedish common name 'gris',False,
cf alnus sp,5,genus (latin),,,Plantae,2876099.0,Alnus,GENUS,EXACT,95.0,https://www.gbif.org/species/2876099,Alder,cf alnus sp,alnus,,carried-over (species_split_taxa_gbif_matches.csv),Alnus,Betulaceae,Fagales,Plantae,Alnus,Fagales,False,Betulaceae,False,Alnus,263,False,sp.,Alnus sp.,18087,False,True,False,4323,True,Alder,1,new English common name 'Alder',False,
poppel,5,genus (suffix-inferred),,,Plantae,3040183.0,Populus,GENUS,EXACT,96.0,https://www.gbif.org/species/3040183,"Aspen, Cottonwood, Poplar",poppel,poppel,,carried-over (species_split_taxa_gbif_matches.csv),Populus,Salicaceae,Malpighiales,Plantae,Populus,Salicales,False,Salicaceae,False,Populus,983,False,sp.,Populus sp.,39607,False,True,False,4324,True,poppel,2,new Swedish common name 'poppel',False,
vicker,5,genus (suffix-inferred),,,Plantae,2974751.0,Vicia,GENUS,EXACT,96.0,https://www.gbif.org/species/2974751,Vetch,vicker,vicker,,carried-over (species_split_taxa_gbif_matches.csv),Vicia,Fabaceae,Fabales,Plantae,Vicia,Fabales,False,Fabaceae,False,Vicia,548,False,sp.,Vicia sp.,39582,False,True,False,4325,True,vicker,2,new Swedish common name 'vicker',False,
sol?,5,,,,,,,,,,,,"sol, sol fraktion, sol-fraktion",sol,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
cf tilia sp,5,genus (latin),,,Plantae,3152041.0,Tilia,GENUS,EXACT,96.0,https://www.gbif.org/species/3152041,Basswood,cf tilia sp,tilia,,carried-over (species_split_taxa_gbif_matches.csv),Tilia,Malvaceae,Malvales,Plantae,Tilia,Malvales,False,Tiliaceae,False,Tilia,1052,False,sp.,Tilia sp.,39507,False,True,False,4326,True,Basswood,1,new English common name 'Basswood',False,
bränt?,4,,,,,,,,,,,,bränt,bränt,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
rådjur,4,animal (common name),rådjur,Capreolus capreolus,Animalia,5220126.0,Capreolus capreolus,SPECIES,EXACT,100.0,https://www.gbif.org/species/5220126,Corzo,rådjur,rådjur,,carried-over (species_split_taxa_gbif_matches.csv),Capreolus,Cervidae,Artiodactyla,Animalia,Capreolus capreolus,Artiodactyla,True,Cervidae,True,Capreolus,16764,True,capreolus,Capreolus capreolus,47044,True,False,False,4327,True,rådjur,2,new order 'Artiodactyla'; new family 'Cervidae'; new genus 'Capreolus'; new taxon 'Capreolus capreolus' (author_id NULL); new Swedish common name 'rådjur',False,
svalört,4,species (common name),svalört,Ranunculus ficaria ssp ficaria,Plantae,8204202.0,Ranunculus ficaria ficaria,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/8204202,,"svalört, svalörtsrot",svalört,,carried-over (species_split_taxa_gbif_matches.csv),Ficaria,Ranunculaceae,Ranunculales,Plantae,Ranunculus ficaria ssp ficaria,Ranunculales,False,Ranunculaceae,False,Ranunculus,929,False,ficaria ssp ficaria,Ranunculus ficaria ssp ficaria,4501,False,True,False,3428,False,svalört,2,,False,
igelknopp,4,species (common name),igelknopp,Sparganium emersum,Plantae,2702266.0,Sparganium emersum,SPECIES,EXACT,100.0,https://www.gbif.org/species/2702266,European Bur-reed,"igelknopp, stor igelknopp",igelknopp,,carried-over (species_split_taxa_gbif_matches.csv),Sparganium,Typhaceae,Poales,Plantae,Sparganium emersum,Poales,False,Typhaceae,False,Sparganium,1059,False,emersum,Sparganium emersum,47045,True,False,True,4328,True,igelknopp,2,"new taxon 'Sparganium emersum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'igelknopp'",False,
hagtorn,3,genus (suffix-inferred),,,Plantae,3013395.0,Crataegus,GENUS,EXACT,96.0,https://www.gbif.org/species/3013395,Haw,hagtorn,hagtorn,,carried-over (species_split_taxa_gbif_matches.csv),Crataegus,Rosaceae,Rosales,Plantae,Crataegus,Rosales,False,Rosaceae,False,Crataegus,947,False,sp.,Crataegus sp.,39602,False,True,False,4329,True,hagtorn,2,new Swedish common name 'hagtorn',False,
uroxe,3,animal (common name),uroxe,Bos primigenius,Animalia,2441024.0,Bos primigenius,SPECIES,EXACT,100.0,https://www.gbif.org/species/2441024,Auroch,uroxe,uroxe,,carried-over (species_split_taxa_gbif_matches.csv),Bos,Bovidae,Artiodactyla,Animalia,Bos primigenius,Artiodactyla,True,Bovidae,True,Bos,16752,True,primigenius,Bos primigenius,47046,True,False,False,4330,True,uroxe,2,new order 'Artiodactyla'; new family 'Bovidae'; new genus 'Bos'; new taxon 'Bos primigenius' (author_id NULL); new Swedish common name 'uroxe',False,
vikare,3,animal (common name),vikare,Pusa hispida,Animalia,5219369.0,Pusa hispida,SPECIES,EXACT,100.0,https://www.gbif.org/species/5219369,Arctic Ringed Seal,vikare,vikare,,carried-over (species_split_taxa_gbif_matches.csv),Pusa,Phocidae,Carnivora,Animalia,Pusa hispida,Carnivora,True,Phocidae,True,Pusa,16765,True,hispida,Pusa hispida,47047,True,False,False,4331,True,vikare,2,new order 'Carnivora'; new family 'Phocidae'; new genus 'Pusa'; new taxon 'Pusa hispida' (author_id NULL); new Swedish common name 'vikare',False,
oxel,3,species (common name),oxel,Sorbus intermedia,Plantae,5015.0,Rosaceae,FAMILY,HIGHERRANK,99.0,https://www.gbif.org/species/5015,Rose Family,oxel,oxel,,carried-over (species_split_taxa_gbif_matches.csv),,Rosaceae,Rosales,Plantae,Sorbus intermedia,Rosales,False,Rosaceae,False,Sorbus,969,False,intermedia,Sorbus intermedia,47048,True,False,True,4332,True,oxel,2,"new taxon 'Sorbus intermedia' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'oxel'",False,
pilört,3,genus (suffix-inferred),,,Plantae,6390748.0,Persicaria,GENUS,EXACT,95.0,https://www.gbif.org/species/6390748,Knotweed,pilört,pilört,,carried-over (species_split_taxa_gbif_matches.csv),Persicaria,Polygonaceae,Caryophyllales,Plantae,Persicaria,Caryophyllales,False,Polygonaceae,False,Persicaria,894,False,sp.,Persicaria sp.,39599,False,True,False,4333,True,pilört,2,new Swedish common name 'pilört',False,
olvon,3,species (common name),olvon,Viburnum opulus,Plantae,2888605.0,Viburnum opulus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2888605,Crampbark,olvon,olvon,,carried-over (species_split_taxa_gbif_matches.csv),Viburnum,Viburnaceae,Dipsacales,Plantae,Viburnum opulus,Asparagales,False,Alliaceae,False,Viburnum,10,False,opulus,Viburnum opulus,47049,True,False,True,4334,True,olvon,2,"new taxon 'Viburnum opulus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'olvon'",False,
rosa sp,3,genus (latin),,,Plantae,8395064.0,Rosa,GENUS,EXACT,95.0,https://www.gbif.org/species/8395064,Damask Rose,rosa sp,rosa,,carried-over (species_split_taxa_gbif_matches.csv),Rosa,Rosaceae,Rosales,Plantae,Rosa,Rosales,False,Rosaceae,False,Rosa,963,False,indet.,Rosa indet.,47050,True,False,False,4335,True,Damask Rose,1,new taxon 'Rosa indet.' (author_id NULL); new English common name 'Damask Rose',False,
getapel,3,species (common name),getapel,Rhamnus catharticus,Plantae,3039491.0,Rhamnus cathartica,SPECIES,FUZZY,97.0,https://www.gbif.org/species/3039491,Buckthorn,getapel,getapel,,carried-over (species_split_taxa_gbif_matches.csv),Rhamnus,Rhamnaceae,Rosales,Plantae,Rhamnus catharticus,Rosales,False,Rhamnaceae,False,Rhamnus,935,False,catharticus,Rhamnus catharticus,47051,True,False,True,4336,True,getapel,2,"new taxon 'Rhamnus catharticus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'getapel'",True,weak GBIF match (FUZZY)
benved,3,species (common name),benved,Evonymus europaeus,Plantae,7403009.0,Evonymus europaeus,SPECIES,EXACT,100.0,https://www.gbif.org/species/7403009,,benved,benved,,carried-over (species_split_taxa_gbif_matches.csv),Euonymus,Celastraceae,Celastrales,Plantae,Evonymus europaeus,Insertis Sedis,False,Celastraceae,False,Evonymus,398,False,europaeus,Evonymus europaeus,47052,True,False,True,4337,True,benved,2,"new taxon 'Evonymus europaeus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'benved'",False,
cf acer sp,3,genus (latin),,,Plantae,3189834.0,Acer,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/3189834,Maple,cf acer sp,acer,,carried-over (species_split_taxa_gbif_matches.csv),Acer,Sapindaceae,Sapindales,Plantae,Acer,Alismatales,False,Acoraceae,False,Acer,3,False,sp.,Acer sp.,39510,False,True,False,4338,True,Maple,1,new English common name 'Maple',False,
gråsäl,3,animal (common name),gråsäl,Halichoerus grypus,Animalia,2434806.0,Halichoerus grypus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2434806,Atlantic Gray Seal,gråsäl,gråsäl,,carried-over (species_split_taxa_gbif_matches.csv),Halichoerus,Phocidae,Carnivora,Animalia,Halichoerus grypus,Carnivora,True,Phocidae,True,Halichoerus,16766,True,grypus,Halichoerus grypus,47053,True,False,False,4339,True,gråsäl,2,new order 'Carnivora'; new family 'Phocidae'; new genus 'Halichoerus'; new taxon 'Halichoerus grypus' (author_id NULL); new Swedish common name 'gråsäl',False,
gädda,3,animal (common name),gädda,Esox lucius,Animalia,2346633.0,Esox lucius,SPECIES,EXACT,100.0,https://www.gbif.org/species/2346633,American Pike,gädda,gädda,,carried-over (species_split_taxa_gbif_matches.csv),Esox,Esocidae,Esociformes,Animalia,Esox lucius,Esociformes,True,Esocidae,True,Esox,16767,True,lucius,Esox lucius,47054,True,False,False,4340,True,gädda,2,new order 'Esociformes'; new family 'Esocidae'; new genus 'Esox'; new taxon 'Esox lucius' (author_id NULL); new Swedish common name 'gädda',False,
gråärt,3,gbif only (no prior SEAD anchor),,,Plantae,160020585,Pisum sativum arvense,VARIETY,VERNACULAR,,,,gråärt,gråärt,,species/search (vernacular),Pisum,Fabaceae,Fabales,Plantae,,Fabales,False,Fabaceae,False,Pisum,538,False,sp.,Pisum sp.,18255,False,True,False,4341,True,gråärt,2,new Swedish common name 'gråärt',True,weak GBIF match (VERNACULAR)
rönn,3,species (common name),rönn,Sorbus aucuparia ssp aucuparia,Plantae,7272117.0,Sorbus aucuparia aucuparia,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/7272117,European mountain-ash,rönn,rönn,,carried-over (species_split_taxa_gbif_matches.csv),Sorbus,Rosaceae,Rosales,Plantae,Sorbus aucuparia ssp aucuparia,Rosales,False,Rosaceae,False,Sorbus,969,False,aucuparia ssp aucuparia,Sorbus aucuparia ssp aucuparia,4937,False,True,False,3771,False,rönn,2,,False,
sälg,3,species (common name),sälg,Salix caprea ssp caprea,Plantae,7544926.0,Salix caprea caprea,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/7544926,,sälg,sälg,,carried-over (species_split_taxa_gbif_matches.csv),Salix,Salicaceae,Malpighiales,Plantae,Salix caprea ssp caprea,Salicales,False,Salicaceae,False,Salix,984,False,caprea ssp caprea,Salix caprea ssp caprea,5110,False,True,False,3893,False,sälg,2,,False,
trampört,3,genus (suffix-inferred),,,Plantae,2889077.0,Polygonum,GENUS,HIGHERRANK,95.0,https://www.gbif.org/species/2889077,Knotgrass,trampört,trampört,,carried-over (species_split_taxa_gbif_matches.csv),Polygonum,Polygonaceae,Caryophyllales,Plantae,Polygonum,Caryophyllales,False,Polygonaceae,False,Polygonum,895,False,sp.,Polygonum sp.,18181,False,True,False,4342,True,trampört,2,new Swedish common name 'trampört',False,
triticum aestivum,3,species (latin),,Triticum aestivum,Plantae,7795888,Triticum aestivum,SPECIES,EXACT,99,,Bread Wheat,triticum aestivum,triticum aestivum,,species/match,Triticum,Poaceae,Poales,Plantae,Triticum aestivum,Poales,False,Poaceae,False,Triticum,875,False,aestivum,Triticum aestivum,47019,True,False,True,4343,True,Bread Wheat,1,"new taxon 'Triticum aestivum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new English common name 'Bread Wheat'",False,
sorbus sp,3,genus (latin),,,Plantae,3012146.0,Sorbus,GENUS,EXACT,96.0,https://www.gbif.org/species/3012146,Mountain Ashes,"sorbus, sorbus sp",sorbus,,carried-over (species_split_taxa_gbif_matches.csv),Sorbus,Rosaceae,Rosales,Plantae,Sorbus,Rosales,False,Rosaceae,False,Sorbus,969,False,indet.,Sorbus indet.,47055,True,False,False,4344,True,Mountain Ashes,1,new taxon 'Sorbus indet.' (author_id NULL); new English common name 'Mountain Ashes',False,
äpple,2,"genus (suffix, ambiguous)",,,,,,,,,,,"äppelkärna, äpple",äpple,"Punicea, Solanum",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Punicea, Solanum"
vildapel,2,species (common name),vildapel,Malus sylvestris,Plantae,3001509.0,Malus sylvestris,SPECIES,EXACT,99.0,https://www.gbif.org/species/3001509,Crab Apple,vildapel,vildapel,,carried-over (species_split_taxa_gbif_matches.csv),Malus,Rosaceae,Rosales,Plantae,Malus sylvestris,Rosales,False,Rosaceae,False,Malus,957,False,sylvestris,Malus sylvestris,47056,True,False,True,4345,True,vildapel,2,"new taxon 'Malus sylvestris' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'vildapel'",False,
vikaresäl,2,animal (common name),vikaresäl,Pusa hispida,Animalia,5219369.0,Pusa hispida,SPECIES,EXACT,100.0,https://www.gbif.org/species/5219369,Arctic Ringed Seal,vikaresäl,vikaresäl,,carried-over (species_split_taxa_gbif_matches.csv),Pusa,Phocidae,Carnivora,Animalia,Pusa hispida,Carnivora,True,Phocidae,True,Pusa,16765,True,hispida,Pusa hispida,47047,True,False,False,4346,True,vikaresäl,2,new order 'Carnivora'; new family 'Phocidae'; new genus 'Pusa'; new taxon 'Pusa hispida' (author_id NULL); new Swedish common name 'vikaresäl',False,
säd,2,,,,,,,,,,,,säd,säd,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
snärjmåra,2,species (common name),snärjmåra,Galium aparine var aparine,Plantae,7474788.0,Galium aparine aparine,VARIETY,EXACT,100.0,https://www.gbif.org/species/7474788,,snärjmåra,snärjmåra,,carried-over (species_split_taxa_gbif_matches.csv),Galium,Rubiaceae,Gentianales,Plantae,Galium aparine var aparine,Gentianales,False,Rubiaceae,False,Galium,975,False,aparine var aparine,Galium aparine var aparine,4986,False,True,False,3816,False,snärjmåra,2,,False,
tiggarranunkel,2,species (common name),tiggarranunkel,Ranunculus scleratus,Plantae,9065081.0,Ranunculus scleratus,SPECIES,EXACT,100.0,https://www.gbif.org/species/9065081,,tiggarranunkel,tiggarranunkel,,carried-over (species_split_taxa_gbif_matches.csv),Ranunculus,Ranunculaceae,Ranunculales,Plantae,Ranunculus scleratus,Ranunculales,False,Ranunculaceae,False,Ranunculus,929,False,scleratus,Ranunculus scleratus,47057,True,False,True,4347,True,tiggarranunkel,2,"new taxon 'Ranunculus scleratus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'tiggarranunkel'",False,
makrofossil?,2,,,,,,,,,,,,makrofossil,makrofossil,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank; marked uncertain ('?') in the manual mapping
måra,2,"genus (suffix, ambiguous)",,,,,,,,,,,måra,måra,"Asperula, Cruciata, Galium, Phuopsis",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Asperula, Cruciata, Galium, Phuopsis"
pärlhavre,2,species (common name),pärlhavre,Arrhenatherum elatius ssp bulbosus,Plantae,7987633.0,Arrhenatherum elatius bulbosum,SUBSPECIES,FUZZY,96.0,https://www.gbif.org/species/7987633,Tall Oatgrass,pärlhavre,pärlhavre,,carried-over (species_split_taxa_gbif_matches.csv),Arrhenatherum,Poaceae,Poales,Plantae,Arrhenatherum elatius ssp bulbosus,Poales,False,Poaceae,False,Arrhenatherum,785,False,elatius ssp bulbosus,Arrhenatherum elatius ssp bulbosus,47058,True,False,True,4348,True,pärlhavre,2,"new taxon 'Arrhenatherum elatius ssp bulbosus' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'pärlhavre'",True,weak GBIF match (FUZZY)
ostron,2,animal (common name),ostron,Ostrea edulis,Animalia,2286060.0,Ostrea edulis,SPECIES,EXACT,100.0,https://www.gbif.org/species/2286060,Edible oyster,ostron,ostron,,carried-over (species_split_taxa_gbif_matches.csv),Ostrea,Ostreidae,Ostreida,Animalia,Ostrea edulis,Ostreida,True,Ostreidae,True,Ostrea,16768,True,edulis,Ostrea edulis,47059,True,False,False,4349,True,ostron,2,new order 'Ostreida'; new family 'Ostreidae'; new genus 'Ostrea'; new taxon 'Ostrea edulis' (author_id NULL); new Swedish common name 'ostron',False,
jurpa,2,,,,,,,,,,,,jurpa,jurpa,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
böna?,2,species (common name),böna,Phaseolus vulgaris,Plantae,5350452.0,Phaseolus vulgaris,SPECIES,EXACT,99.0,https://www.gbif.org/species/5350452,Bean,böna,böna,,carried-over (species_split_taxa_gbif_matches.csv),Phaseolus,Fabaceae,Fabales,Plantae,Phaseolus vulgaris,Fabales,False,Fabaceae,False,Phaseolus,537,False,vulgaris,Phaseolus vulgaris,47060,True,False,True,4350,True,böna,2,"new taxon 'Phaseolus vulgaris' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'böna'",True,marked uncertain ('?') in the manual mapping
cf fraxinus sp,2,genus (latin),,,Plantae,3172323.0,Fraxinus,GENUS,EXACT,96.0,https://www.gbif.org/species/3172323,Ash,cf fraxinus sp,fraxinus,,carried-over (species_split_taxa_gbif_matches.csv),Fraxinus,Oleaceae,Lamiales,Plantae,Fraxinus,Lamiales,False,Oleaceae,False,Fraxinus,702,False,sp.,Fraxinus sp.,39508,False,True,False,4351,True,Ash,1,new English common name 'Ash',False,
brunskära,2,species (common name),brunskära,Bidens tripartita,Plantae,5391862.0,Bidens tripartita,SPECIES,EXACT,99.0,https://www.gbif.org/species/5391862,Erect-bur-marigold,brunskära,brunskära,,carried-over (species_split_taxa_gbif_matches.csv),Bidens,Asteraceae,Asterales,Plantae,Bidens tripartita,Asterales,False,Asteraceae,False,Bidens,131,False,tripartita,Bidens tripartita,47061,True,False,True,4352,True,brunskära,2,"new taxon 'Bidens tripartita' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'brunskära'",False,
